1.000000000000000021e-03 1.133735277553386140e+03 8.508526563151602370e-03 -4.281373980515536595e-03 2.267520450391572922e+03 1.133797728327833056e+03 -5.359600001826646427e-03 3.823854497748617465e-02 2.133211779830166392e+02 3.607627636445685793e-02 5.053534677174571083e-02 5.687024571689861432e+02 3.790337636009065818e+02
1.084232539313427111e-03 1.220118192571566169e+03 1.076302622294507405e-02 -5.403272810326807153e-03 2.440279792216893384e+03 1.220181243020159172e+03 -6.278764358462346658e-03 4.496089418146304029e-02 2.133199646881020328e+02 4.235674136950573487e-02 5.933165301602135594e-02 5.686722149331421861e+02 3.789959674858754397e+02
1.175560199306042129e-03 1.312649548633831955e+03 1.361031838086099524e-02 -6.817773806476500227e-03 2.625367262667838986e+03 1.312728964874230542e+03 -7.351537491153216190e-03 5.286678803065068127e-02 2.133185386232665053e+02 4.971915576668659714e-02 6.964460615475166760e-02 5.686366772776370908e+02 3.789515936089368324e+02
1.274580620009388432e-03 1.411770633089994590e+03 1.720427266226197405e-02 -8.600608806382767021e-03 2.823608808350070831e+03 1.411854574449570691e+03 -8.601617520098081560e-03 6.216523597042809823e-02 2.133168626459125790e+02 5.834569107005654898e-02 8.173045787093768944e-02 5.685949241535083729e+02 3.788995133942761981e+02
1.381941782192460137e-03 1.517872332154837750e+03 2.173943834789754392e-02 -1.084880817942334395e-02 3.035828649533023054e+03 1.517969709603348974e+03 -1.005701344908903686e-02 7.310236576497003425e-02 2.133148928449009816e+02 6.844861634094785707e-02 9.588699810522555156e-02 5.685458683567229627e+02 3.788383980886951576e+02
1.498346247689853880e-03 1.631394353713327291e+03 2.745919298022834673e-02 -1.368167324536805930e-02 3.262889875631939503e+03 1.631506531828500783e+03 -1.174876024968156060e-02 8.596810978278796034e-02 2.133125779387679017e+02 8.027350523024774642e-02 1.124594729607131804e-01 5.684882411955474026e+02 3.787667038848022685e+02
1.624555756903515308e-03 1.752795630317286850e+03 3.466907647737228759e-02 -1.724812487452325252e-02 3.505693925110887903e+03 1.752916231263515328e+03 -1.371122627213955912e-02 1.011040897355999502e-01 2.133098576727839202e+02 9.410408592232395730e-02 1.318473435769065283e-01 5.684205543394240294e+02 3.786826285000948928e+02
1.761396213563744956e-03 1.882482324553095623e+03 4.375248926383396714e-02 -2.173428805409883396e-02 3.765105336990702199e+03 1.882629970201156311e+03 -1.598196236408800167e-02 1.189129463742606557e-01 2.133066609887974607e+02 1.102674776371179166e-01 1.545117385189316017e-01 5.683410553641931529e+02 3.785840615466170220e+02
1.909763089369274653e-03 2.020860915437144740e+03 5.518485642484804304e-02 -2.737196260542309328e-02 4.041876494667895713e+03 2.021025753952562809e+03 -1.860187379199632410e-02 1.398694530591667873e-01 2.133029050448411681e+02 1.291392100531965348e-01 1.809830300518483481e-01 5.682477074741602792e+02 3.784685660079038030e+02
2.070627283873903782e-03 2.168262862816489815e+03 6.956194087581203667e-02 -3.444797542313023098e-02 4.336716739116922327e+03 2.168457382241396317e+03 -2.161483794700243613e-02 1.645335774747511415e-01 2.132984919934938546e+02 1.511499764470103369e-01 2.118697522500028463e-01 5.681381095736250018e+02 3.783332893115178877e+02
