1.000000000000000021e-03 4.913583962562657348e+01 1.761075827382935257e-05 -8.040723961529462442e-06 9.826664140831194061e+01 4.913475690284565900e+01 -1.006567653051103978e-05 7.181426206399854054e-05 4.006283218977491067e-01 6.775380978068251832e-05 9.490882955353081439e-05 1.068055612869258209e+00 7.118471551417850929e-01
1.084232539313427111e-03 5.287648072289197643e+01 2.227732161991094741e-05 -1.014772905470078339e-05 1.057535077864940547e+02 5.287830660070734723e+01 -1.179194059792584376e-05 8.443932036212369280e-05 4.006261834371986352e-01 7.954914335772867622e-05 1.114290982361531326e-04 1.067999659053314510e+00 7.117767604017626315e-01
1.175560199306042129e-03 5.688671603837025259e+01 2.817103306621591169e-05 -1.280428428549552276e-05 1.137746546418279650e+02 5.688898948764084196e+01 -1.380669289102113435e-05 9.928719429189107452e-05 4.006236699847876559e-01 9.337654510331461362e-05 1.307978469749096560e-04 1.067933907879754951e+00 7.116941152684707061e-01
1.274580620009388432e-03 6.118247458008453776e+01 3.561065526766023410e-05 -1.615263238542709540e-05 1.223658815435810823e+02 6.118473248328307079e+01 -1.615446372164637347e-05 1.167504372526965935e-04 4.006207161024369912e-01 1.095781835747804448e-04 1.534963830757795212e-04 1.067856657295772393e+00 7.115971181836360238e-01
1.381941782192460137e-03 6.577998457585853487e+01 4.499891814774548669e-05 -2.037499595214456934e-05 1.315629146920327344e+02 6.578337385395546733e+01 -1.888784508536071638e-05 1.372913216729382561e-04 4.006172443967164210e-01 1.285527821643471643e-04 1.800840450335978961e-04 1.067765895828448608e+00 7.114832947566444021e-01
1.498346247689853880e-03 7.070028642680370012e+01 5.683999349864443234e-05 -2.569544922654593320e-05 1.414031666474524798e+02 7.070364106288401729e+01 -2.206513466299417489e-05 1.614543996665804596e-04 4.006131645210732617e-01 1.507616141291965683e-04 2.112093241873089591e-04 1.067659276445383609e+00 7.113497703548322670e-01
1.624555756903515308e-03 7.596316292150918059e+01 7.176693435488292394e-05 -3.239370761033183346e-05 1.519257142183882650e+02 7.596508593944766119e+01 -2.575089034893215674e-05 1.898813157751322051e-04 4.006083703224176396e-01 1.767376604440098098e-04 2.476225685013270367e-04 1.067534045815524024e+00 7.111931891743239476e-01
1.761396213563744956e-03 8.158253182246212987e+01 9.057392201634389083e-05 -4.081937091249842508e-05 1.631680379306904740e+02 8.158639204959807500e+01 -3.001563728767557280e-05 2.233283352686243461e-04 4.006027365859519129e-01 2.070954250026920513e-04 2.901899925264830350e-04 1.067386961884434715e+00 7.110096217485484260e-01
1.909763089369274653e-03 8.758048422696737134e+01 1.142465952373025934e-04 -5.140783249835401668e-05 1.751627615274279890e+02 8.758393882099070993e+01 -3.493623735239655218e-05 2.626872252951889183e-04 4.005961174093427557e-01 2.425403773874871107e-04 3.399079250578220879e-04 1.067214257035069114e+00 7.107945309940528755e-01
2.070627283873903782e-03 9.396922901632001413e+01 1.440196351382086329e-04 -6.469786366827064324e-05 1.879406476010890685e+02 9.397305616733092393e+01 -4.059509402141829593e-05 3.090097982701302368e-04 4.005883404037661188e-01 2.838816857572337010e-04 3.979195835919712397e-04 1.067011489423880022e+00 7.105426061621236133e-01
2.245041477966264794e-03 1.007636371155300168e+02 1.814257301687618572e-04 -8.135539857513380407e-05 2.015308529481039557e+02 1.007683469961800284e+02 -4.707716773127045890e-05 3.635373044589125481e-04 4.005792041718009844e-01 3.320408541704092343e-04 4.655304111624534460e-04 1.066773483273462997e+00 7.102477102751577620e-01
2.434147022519332539e-03 1.079783777002875098e+02 2.283655673798299539e-04 -1.022010925371500003e-04 2.159586156676682549e+02 1.079824950521355049e+02 -5.446657737265901797e-05 4.277351985070069985e-04 4.005684727580344773e-01 3.880623583350700030e-04 5.442243261426034286e-04 1.066494194412015206e+00 7.099027432628689516e-01
2.639181407288353643e-03 1.156187746642564917e+02 2.871953333049417152e-04 -1.282448319861791565e-04 2.312415579199318927e+02 1.156241233340299601e+02 -6.284002201831914909e-05 5.033343217366240260e-04 4.005558678047327348e-01 4.531246514201657549e-04 6.356801826177694431e-04 1.066166519264583945e+00 7.094994478576928110e-01
2.861486358933035962e-03 1.236939669103029047e+02 3.608092367630709213e-04 -1.607225992535737892e-04 2.473916465217839971e+02 1.236994333475861509e+02 -7.226104060238749168e-05 5.923804232823849355e-04 4.005410659531024042e-01 5.285433796667567173e-04 7.417819447930103791e-04 1.065782244829436953e+00 7.090283921575266657e-01
3.102516621156697733e-03 1.322050033863324359e+02 4.527820961343804475e-04 -2.011357436430736515e-04 2.644143661577152784e+02 1.322110354612453591e+02 -8.276601960097329676e-05 6.972921840867426667e-04 4.005236858660022325e-01 6.157808186294070089e-04 8.646317420298965488e-04 1.065331734132190178e+00 7.084786553430247880e-01
3.363849474418840503e-03 1.411506856967162093e+02 5.674881431226376548e-04 -2.513026786985193828e-04 2.823066192338770293e+02 1.411573948344411065e+02 -9.434857607830029580e-05 8.209312107337452371e-04 4.005032823315963220e-01 7.164396644183931634e-04 1.006550058144040950e-03 1.064803803645818281e+00 7.078377563771670600e-01
3.647195057517276309e-03 1.505240582199306232e+02 7.102521423763387756e-04 -3.134094055859668916e-04 3.010518323725985397e+02 1.505304367200662909e+02 -1.069369301064860189e-04 9.666850403884281757e-04 4.004793357688586353e-01 8.322523013920261501e-04 1.170068732349200183e-03 1.064185493287467255e+00 7.070914765387892320e-01
3.954407558583333294e-03 1.603074017726335114e+02 8.875645720357590134e-04 -3.900814895600203109e-04 3.206211148050732049e+02 1.603152162880637377e+02 -1.203562867407853153e-04 1.138564926519781365e-03 4.004512338668503868e-01 9.650690785456999318e-04 1.357918820633204245e-03 1.063461653351207570e+00 7.062235079214723710e-01
